day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
22,August,2012,29,77,16,3.4,64.0,4.7,8,0.4,6.1,0.8,not fire
12,June,2012,30,66,12,1.2,78.8,4.1,9.1,1.8,3.4,3.7,not fire
3,September,2012,30,83,15,1.7,71.0,1.4,43.3,1.5,1.7,0.4,not fire
2,June,2012,25,81,17,4.2,33.9,0.8,52.4,0.1,1.2,0.8,not fire
26,June,2012,24,71,19,2.2,63.3,20.0,19.7,2.6,25.4,12.9,not fire
28,September,2012,34,47,15,0.7,93.6,29.1,41.4,9.1,31.6,12.7,fire
3,July,2012,32,52,15,1.0,88.5,8.4,8.4,5.0,8.4,14.8,not fire
11,August,2012,27,75,22,2.6,68.9,13.0,177.3,2.6,17.7,0,not fire
2,September,2012,30,62,16,3.5,73.8,5.2,35.4,2.0,5.6,0.4,not fire
20,September,2012,30,69,17,2.7,65.7,14.8,97.3,2.7,15.2,7.1,not fire
31,July,2012,35,48,11,0.1,95.8,34.9,145.7,11.5,42.8,8.4,fire
28,September,2012,30,60,15,2.1,84.1,20.2,47.2,5.1,21.9,2.3,fire
7,August,2012,34,51,13,2.9,82.8,11.4,47.7,5.3,13.4,0,not fire
7,August,2012,40,21,14,1.7,94.1,23.7,44.5,15.2,23.6,3.6,fire
17,August,2012,31,73,18,0.5,68.6,12.2,100.7,1.6,17.6,7.1,fire
19,August,2012,33,76,15,0.6,78.4,18.0,149.2,2.3,20.0,0.2,fire
20,July,2012,36,61,19,4.0,77.9,22.7,42.7,5.5,28.0,21.6,not fire
26,July,2012,31,88,15,2.1,66.7,12.5,54.2,1.7,14.8,0.1,fire
9,June,2012,37,47,11,1.8,89.0,10.4,37.8,4.0,12.3,1,not fire
11,August,2012,30,62,14,0.7,88.9,8.1,9.5,6.3,10.9,0,fire
11,August,2012,34,47,19,2.7,78.7,13.8,33.4,3.3,17.8,12.6,not fire
14,August,2012,32,87,19,3.5,56.6,6.0,8.3,2.2,7.2,0.5,fire
4,August,2012,35,43,11,1.1,81.6,21.6,18.5,6.4,25.7,16.3,not fire
6,August,2012,28,75,17,3.5,43.9,0.8,34.5,0.6,1.4,1.2,not fire
27,June,2012,35,53,20,1.1,89.1,16.1,200.2,7.9,17.4,13.5,fire
1,July,2012,36,58,17,1.1,85.0,23.2,50.2,10.8,23.4,13.9,fire
14,June,2012,31,66,17,2.3,67.6,14.5,9.7,1.0,14.9,7.5,not fire
28,September,2012,28,77,15,0.1,86.2,19.3,27.9,4.6,27.6,5.2,fire
16,September,2012,28,87,16,1.8,58.4,3.3,79.7,1.3,5.9,0.3,not fire
21,September,2012,34,62,14,0.8,84.7,20.7,6.9,3.9,23.5,16.3,fire
5,July,2012,33,78,12,4.0,53.0,3.4,8.4,0.8,3.7,0,not fire
18,September,2012,35,28,18,0.6,94.8,34.2,86,15.9,37.9,19.5,fire
12,August,2012,33,55,13,2.3,80.4,17.0,17,1.5,19.2,0,not fire
31,September,2012,33,61,16,0.9,84.0,31.6,88.7,5.6,34.1,19.3,fire
29,July,2012,32,57,17,1.3,91.0,15.0,130.6,9.0,18.3,18.1,fire
23,June,2012,32,78,16,1.0,69.3,5.9,37.2,1.5,7.4,13.7,not fire
3,June,2012,29,89,17,3.7,46.6,0.9,24.3,0.1,1.3,0.9,not fire
22,July,2012,35,34,20,2.4,81.1,26.8,8.3,9.4,27.5,7.2,fire
23,August,2012,32,45,14,0.3,90.2,15.6,63.3,11.0,14.3,18.4,not fire
28,September,2012,30,73,15,1.7,82.1,6.5,22.2,4.3,11.7,2.8,fire
27,September,2012,33,50,14,0.7,90.7,19.4,47.7,7.5,24.6,7.5,fire
21,August,2012,33,72,16,0.2,89.2,11.4,63.8,8.6,13.7,12,fire
25,September,2012,26,61,15,0.8,86.7,37.2,24.9,6.2,46.8,24.5,fire
7,July,2012,31,42,17,0.2,90.4,13.7,8.8,10.0,14.9,11.9,fire
13,September,2012,29,73,21,0.4,74.9,11.0,61.4,2.5,15.7,7.5,fire
23,September,2012,35,52,18,0.2,95.7,31.1,35.4,14.6,36.6,11.9,fire
26,September,2012,32,76,15,0.7,87.6,16.6,77,4.9,22.8,6.1,not fire
24,June,2012,28,71,16,4.9,55.2,3.7,8.3,0.4,4.6,0.5,not fire
12,September,2012,30,68,17,0.7,64.6,1.7,8.5,1.2,3.0,0,not fire
19,July,2012,34,70,18,0.6,80.3,19.1,8.9,3.3,24.2,7.2,fire
19,June,2012,33,59,15,0.2,93.6,29.0,35.4,11.1,34.8,1.7,fire
19,September,2012,28,77,16,1.6,71.9,24.9,47.7,2.2,30.1,2.5,fire
24,June,2012,31,71,20,1.8,73.0,21.8,33.1,6.0,23.1,0.5,not fire
10,July,2012,32,67,14,0.4,82.9,17.1,38.3,7.3,19.7,0.3,fire
27,August,2012,36,35,16,2.7,81.5,18.3,7,5.8,21.0,3.2,fire
24,July,2012,35,62,14,1.4,76.7,18.8,96.8,5.0,20.5,2.8,fire
16,June,2012,30,60,20,2.6,83.9,19.7,38.3,5.1,26.8,3.2,not fire
6,September,2012,33,61,15,0.9,87.8,13.7,8.3,7.9,14.0,6.8,fire
12,September,2012,29,53,15,1.8,70.5,8.1,33.1,3.7,8.3,15.4,not fire
25,June,2012,33,52,14,1.1,82.6,32.0,7.6,6.5,32.4,0.3,fire
9,July,2012,36,33,16,2.0,91.4,19.9,22.5,8.9,24.0,13.9,fire
21,August,2012,35,46,15,3.0,78.6,15.8,8.3,4.9,14.2,9,not fire
27,September,2012,27,67,18,3.7,83.9,8.2,39.5,4.1,8.2,0,fire
12,September,2012,34,61,13,1.8,74.6,6.0,45.1,1.2,5.6,0,not fire
12,August,2012,32,43,16,0.7,93.1,28.7,107,12.8,30.2,5.7,fire
28,August,2012,35,41,19,3.0,84.6,26.4,7,10.0,33.2,0.1,not fire
15,August,2012,35,76,14,0.4,79.7,11.5,22.2,3.6,12.2,9.9,not fire
12,July,2012,36,48,17,1.1,90.4,22.0,25.2,7.7,26.7,4.9,not fire
29,July,2012,39,42,16,0.1,95.1,38.8,108.5,13.4,48.6,20.3,fire
30,July,2012,35,70,11,0.6,78.1,21.8,145.7,4.1,27.8,15.4,fire
23,June,2012,33,74,19,2.0,80.1,10.5,16.6,4.1,10.6,3.8,fire
5,June,2012,36,41,12,1.7,75.5,11.3,7.8,2.8,11.4,3.2,fire
6,July,2012,31,54,10,2.7,82.5,10.1,37,3.0,13.9,1.2,not fire
9,August,2012,27,72,14,3.1,59.7,7.4,15.7,0.6,8.5,0.6,not fire
20,June,2012,36,46,14,0.4,90.3,25.7,41.3,12.9,31.5,0,not fire
1,July,2012,34,87,15,0.5,72.7,13.6,65.1,2.6,14.4,0,not fire
5,July,2012,33,49,13,1.4,91.5,9.2,9.3,6.6,10.6,15,fire
25,September,2012,29,58,16,2.1,73.8,17.6,7.5,4.6,18.9,18.4,fire
18,August,2012,32,76,19,0.8,88.0,19.2,9.5,6.1,18.6,31.1,fire
5,September,2012,30,81,18,1.2,57.6,2.4,26.6,0.9,3.6,7.7,not fire
25,June,2012,32,37,16,0.6,94.0,32.6,39.1,9.2,37.6,12.1,fire
22,September,2012,30,76,18,3.5,58.9,2.6,9.1,0.9,3.2,0.3,not fire
29,September,2012,28,83,15,2.7,65.3,17.2,171.3,1.2,21.0,15.4,not fire
31,June,2012,33,47,15,1.5,91.7,33.4,76.4,7.3,38.8,3.7,fire
27,June,2012,33,82,16,2.1,70.5,9.9,18.7,1.6,12.5,17.5,not fire
7,June,2012,36,55,14,0.7,88.5,21.6,52.8,5.3,25.6,8,not fire
29,July,2012,28,71,15,1.3,77.6,10.7,19.8,2.5,16.8,2.7,fire
11,July,2012,38,70,12,0.0,95.9,39.5,86,16.0,42.4,14.8,fire
6,September,2012,27,61,15,3.0,59.1,3.2,8.2,1.7,3.2,0.1,fire
12,September,2012,33,67,15,0.8,82.3,4.1,51.6,5.4,5.5,3.1,fire
6,July,2012,31,63,13,1.3,66.4,3.6,35.4,1.3,5.0,12.7,not fire
30,June,2012,37,42,12,0.1,95.4,45.2,180.4,15.4,50.8,14.8,fire
14,June,2012,34,65,14,2.5,76.6,12.4,8.4,6.0,15.0,1.7,fire
29,August,2012,36,50,15,0.2,91.0,36.2,67,8.8,39.8,10,fire
19,September,2012,30,62,17,0.2,82.2,12.9,35.4,5.2,13.9,1.9,fire
13,August,2012,33,78,15,2.1,67.8,21.2,166,3.0,22.4,3,not fire
14,August,2012,31,67,16,0.7,79.4,31.6,190.6,7.0,40.3,6.1,fire
20,July,2012,34,47,14,0.4,93.8,29.9,57.1,8.8,34.0,10.3,fire
24,June,2012,29,57,19,0.8,75.0,14.4,79.9,3.9,16.6,3.8,fire
8,June,2012,28,57,16,0.3,90.8,7.6,38.8,10.3,9.9,20.9,fire
19,July,2012,34,54,15,0.9,93.4,12.4,115.6,8.1,15.2,10.6,fire
13,June,2012,29,57,16,2.6,64.7,6.5,7.8,1.5,6.8,0.4,not fire
20,July,2012,36,51,20,0.8,88.0,23.0,41.3,11.2,28.4,18.1,fire
30,July,2012,40,47,14,1.9,92.7,15.4,17.7,8.6,18.6,6.1,not fire
26,June,2012,30,66,15,0.6,78.5,12.0,15.7,5.7,14.2,26.1,fire
14,September,2012,33,47,16,0.3,93.5,24.2,100.7,11.0,33.2,10,fire
28,June,2012,35,45,18,0.5,92.9,38.2,28.3,10.3,43.3,15.7,fire
29,August,2012,35,50,19,0.8,90.8,31.5,107,6.5,37.0,2.8,fire
25,September,2012,24,81,19,4.2,45.9,5.1,17.6,0.4,6.3,12.9,not fire
18,July,2012,38,58,16,1.1,91.2,21.8,210.4,7.8,27.1,4.9,not fire
19,August,2012,28,83,18,0.5,86.3,12.4,38.8,3.5,14.2,9.9,fire
27,September,2012,33,48,19,3.6,81.1,4.1,51.6,5.0,5.4,0.4,not fire
2,June,2012,31,69,17,2.1,61.9,1.7,8.2,6.8,1.6,3.2,fire
26,August,2012,35,50,14,0.8,90.8,32.1,14.7,8.5,33.4,0.6,not fire
3,August,2012,31,75,18,2.1,78.0,17.8,40.4,5.2,22.8,0.9,not fire
2,July,2012,34,61,16,0.9,75.4,12.0,55.5,2.8,16.0,4.2,fire
21,August,2012,38,46,14,0.9,90.2,16.5,26.1,6.2,17.2,18.8,fire
30,September,2012,26,64,12,3.1,70.1,10.2,36.7,2.8,12.5,0.1,not fire
15,June,2012,31,67,13,0.2,90.8,5.4,190.6,3.9,7.2,2.7,fire
10,September,2012,30,65,12,0.4,93.0,14.2,17.7,9.2,15.9,2.6,not fire
13,August,2012,30,55,13,4.6,70.2,10.8,41.3,1.7,12.4,0.8,not fire
29,August,2012,29,88,20,0.5,56.1,9.5,57,0.6,14.7,0.2,not fire
16,July,2012,34,75,15,0.8,87.8,5.8,34.1,2.2,8.3,15,fire
30,July,2012,35,63,17,0.3,93.5,48.7,26.6,12.2,52.4,13.9,fire
25,July,2012,36,51,13,1.5,88.5,21.4,7.1,7.7,23.2,10.9,fire
28,September,2012,30,77,19,0.7,83.4,11.0,14.6 9,5.8,18.0,4.2,fire
29,September,2012,30,60,17,0.2,91.2,20.1,48.6,8.8,24.7,15,fire
7,September,2012,33,50,14,3.1,84.8,7.9,7.3,6.4,9.3,0.9,fire
15,July,2012,36,55,14,0.5,91.5,30.5,29.7,11.6,35.6,17.2,fire
25,August,2012,35,51,18,2.2,88.3,23.3,7.3,7.0,27.7,13.7,fire
16,July,2012,34,48,16,3.8,88.3,19.5,8.2,9.0,19.4,19.4,fire
8,June,2012,28,45,17,3.5,54.6,4.1,32.2,0.8,4.1,0.4,not fire
6,June,2012,32,60,13,0.7,83.1,9.4,15.2,5.8,10.4,15,not fire
22,June,2012,32,35,12,3.3,90.7,15.1,19.8,5.2,18.7,11.6,not fire
17,June,2012,29,82,16,0.2,76.6,4.1,8.3,3.1,4.3,3.2,fire
16,July,2012,32,83,17,0.5,66.5,19.4,57.9,1.9,21.2,3.2,not fire
7,August,2012,26,68,19,0.6,74.0,9.7,137.7,3.7,11.2,9.1,fire
19,June,2012,29,72,9,2.0,72.4,10.2,9.8,2.0,11.1,2.8,not fire
27,August,2012,37,49,16,0.4,93.2,27.9,84.4,11.3,33.0,7.3,not fire
12,September,2012,28,59,14,0.3,85.4,17.1,8.5,6.5,17.8,9.6,fire
11,August,2012,32,57,12,0.4,87.1,18.9,55.8,6.4,23.4,10.2,fire
6,June,2012,34,64,17,2.1,76.9,8.0,145.7,2.5,12.9,0.1,not fire
30,August,2012,35,51,18,0.7,90.3,30.1,85.1,11.0,33.8,5.5,fire
13,July,2012,33,58,19,2.5,79.1,6.7,7.1,3.2,8.9,9.8,not fire
12,June,2012,27,57,11,0.9,76.2,2.6,8,2.9,3.0,20.9,fire
25,September,2012,30,73,13,1.1,74.2,5.5,7.7,3.3,7.5,7.3,fire
25,July,2012,31,86,18,2.3,65.9,21.6,200.2,3.1,28.9,8,fire
26,August,2012,30,67,18,1.2,87.1,16.1,77,9.7,20.2,6.8,fire
28,June,2012,36,30,12,1.0,94.4,20.8,57.1,8.9,23.8,30.3,fire
20,July,2012,30,60,23,2.1,78.9,12.9,8.2,7.8,13.5,12.7,not fire
26,August,2012,39,52,14,0.3,93.8,35.9,32.2,12.7,39.9,15.2,fire
26,September,2012,24,68,18,6.2,39.5,4.1,35.4,0.6,4.4,0.4,not fire
15,July,2012,39,45,15,0.7,95.2,53.2,54.2,14.7,58.7,5.6,fire
29,August,2012,34,73,18,0.1,84.7,46.0,100.7,7.6,53.7,10,fire
13,September,2012,30,81,16,1.1,68.1,2.3,90.1,2.0,2.9,0.8,not fire
3,August,2012,28,54,17,2.7,68.0,5.6,127.5,3.3,5.9,0.1,not fire
20,August,2012,33,63,10,2.4,72.7,7.9,55.8,3.3,10.1,4.2,not fire
30,August,2012,37,50,11,0.1,94.8,29.9,39.5,7.5,34.1,13.9,fire
11,June,2012,28,86,18,1.6,60.1,2.2,17.8,0.4,3.1,0.8,not fire
19,June,2012,32,60,12,2.8,74.7,9.3,38.8,3.2,11.7,16,fire
5,June,2012,34,50,14,1.0,86.1,10.4,36.1,4.2,13.7,0.3,fire
10,June,2012,31,65,14,1.6,76.9,2.9,9.1,3.5,2.9,0.6,not fire
17,August,2012,31,44,13,0.1,93.3,26.6,180.4,9.2,29.7,0.2,not fire
2,September,2012,31,55,16,1.6,78.2,9.3,45.1,4.5,10.3,3.2,not fire
10,July,2012,35,69,18,1.6,84.1,13.9,17,6.4,15.4,3.7,fire
7,August,2012,32,73,15,0.4,84.6,16.0,17.6,5.9,20.4,7.2,not fire
5,August,2012,34,78,12,4.8,63.0,4.9,8.5,0.5,5.2,0.1,fire
30,July,2012,28,75,22,4.1,58.1,6.6,145.7,1.2,9.1,0.3,fire
22,August,2012,31,67,12,3.9,65.3,2.0,16.6,0.6,2.7,0.1,not fire
12,September,2012,33,58,18,3.8,65.7,6.7,10,1.9,7.6,2.5,not fire
2,September,2012,36,62,14,0.2,89.9,4.4,166,10.3,6.1,1,fire
30,July,2012,29,66,13,1.3,72.9,27.6,19.8,2.2,34.1,20.9,fire
7,August,2012,40,62,11,0.1,91.1,13.3,30.4,6.1,15.1,0.6,fire
2,June,2012,30,51,17,1.0,87.9,10.4,161.5,7.2,12.0,17.2,fire
25,July,2012,29,75,22,3.3,55.1,8.1,8.3,1.9,7.9,0,not fire
22,August,2012,37,46,18,2.8,91.0,20.2,8.4,10.5,17.4,fire,fire
9,July,2012,29,80,18,1.2,68.2,18.8,9.2,4.9,17.5,6.1,fire
12,July,2012,33,76,19,0.6,88.7,18.5,47,4.8,21.2,3.1,not fire
17,June,2012,32,54,17,1.8,82.8,17.4,190.6,7.3,21.4,10.3,not fire
31,June,2012,37,22,15,0.1,95.7,40.0,92.5,16.4,46.8,3.4,fire
8,June,2012,33,68,11,0.1,92.8,12.9,41.5,7.8,11.1,30.2,fire
20,August,2012,36,46,18,1.8,91.1,16.6,15.4,4.3,21.4,0.2,fire
11,July,2012,39,42,17,1.9,93.4,14.6,117.8,9.6,16.4,10.3,not fire
21,June,2012,35,42,16,0.7,91.4,25.0,22.2,12.6,26.9,0,fire
31,September,2012,36,46,10,0.2,93.9,45.2,54.3,9.4,49.2,8.4,fire
10,June,2012,32,84,11,2.4,52.3,4.1,15.4,0.2,5.5,0.6,not fire
12,July,2012,32,67,16,1.0,83.4,36.5,51.6,6.9,39.7,0.1,fire
3,August,2012,28,80,19,1.7,55.7,5.4,7.5,0.3,6.8,0.4,not fire
27,July,2012,40,36,14,0.3,95.8,57.2,88.5,15.1,61.2,16.3,fire
15,September,2012,28,74,10,1.2,77.6,1.9,8.3,2.0,2.4,0,not fire
29,August,2012,36,64,14,0.4,93.6,18.7,37.6,9.3,22.1,4.2,fire
18,July,2012,33,73,18,4.0,71.1,8.1,46.3,0.4,7.3,0.4,not fire
31,June,2012,36,46,16,0.5,94.5,35.7,9.9,12.6,40.2,14.6,fire
28,July,2012,33,42,19,3.9,69.1,22.4,15.9,5.7,25.6,2.5,not fire
19,August,2012,32,68,22,0.7,85.9,31.3,29.7,4.4,41.9,6.7,fire
26,July,2012,36,58,16,0.5,95.4,30.8,29.7,10.3,38.3,11.9,fire
7,July,2012,36,78,15,0.0,83.6,19.9,62.1,6.7,22.4,fire,fire
9,June,2012,31,63,19,3.7,67.3,12.5,7.1,5.1,15.7,4.2,not fire
28,July,2012,29,67,21,0.4,87.5,29.9,71.3,7.0,38.0,2.7,fire
20,August,2012,30,71,20,1.5,71.2,17.9,9.1,2.1,20.7,0.7,fire
20,September,2012,26,83,17,1.6,69.8,4.3,59.2,1.2,6.5,0.9,not fire
18,September,2012,29,89,19,2.8,40.9,1.8,10,0.3,2.4,0.5,not fire
22,August,2012,37,51,18,1.4,93.2,28.8,34.1,11.3,27.2,0.6,not fire
18,June,2012,26,83,19,1.3,55.3,6.7,41.3,1.7,11.2,0.7,not fire
9,September,2012,31,68,18,1.7,74.0,9.9,51.6,2.6,12.1,26.1,not fire
20,September,2012,32,60,12,0.7,87.7,10.4,38.8,6.9,11.1,24,fire
18,September,2012,36,38,9,0.5,89.0,10.3,167.2,10.6,9.7,15.3,fire
10,June,2012,33,79,19,2.1,67.7,7.3,15.7,2.0,8.6,0.3,fire
11,September,2012,33,80,16,0.6,74.4,15.8,49.8,3.8,16.4,24.5,not fire
22,July,2012,38,37,8,0.5,94.0,50.7,25.6,11.5,53.8,6.4,fire
21,June,2012,30,79,12,2.0,66.7,10.9,79.9,2.8,12.0,0.3,fire
18,June,2012,35,52,16,0.4,94.9,22.6,108.5,13.5,24.5,10,fire
8,June,2012,25,75,14,0.7,68.6,11.8,141.1,3.4,15.8,4.2,not fire
26,July,2012,32,76,15,3.0,59.5,9.1,22.2,0.9,13.4,0,fire
30,August,2012,29,55,13,1.0,85.0,18.9,25.6,3.6,20.0,3.8,fire
4,September,2012,29,58,16,1.8,82.8,6.4,34.5,4.0,7.8,0.8,fire
19,July,2012,37,55,14,0.1,94.8,38.4,57,8.5,43.7,3.7,fire
9,September,2012,27,67,17,1.6,71.8,10.3,7.6,3.7,12.0,3.4,not fire
20,August,2012,31,85,11,1.6,67.7,7.7,15.2,1.2,9.5,0.3,not fire
20,August,2012,34,65,19,3.8,65.5,15.7,17,3.5,18.0,3.1,fire
24,August,2012,34,46,12,0.0,95.8,33.6,54.2,13.6,32.2,4,fire
2,August,2012,31,71,16,1.4,67.6,5.3,27.3,2.9,7.9,5.6,fire
3,July,2012,35,48,16,0.2,90.4,16.1,19.8,9.9,21.0,10.6,fire
1,July,2012,30,63,14,1.2,67.4,14.0,45.1,1.4,14.6,0.9,not fire
14,September,2012,36,47,12,2.4,87.4,15.3,63.3,6.0,18.7,11.9,not fire
18,June,2012,30,88,15,0.7,70.4,7.4,76.4,2.3,11.5,0.5,not fire
11,July,2012,40,51,16,1.0,93.2,24.8,28.1,9.9,29.8,7.1,fire
28,August,2012,35,42,19,0.8,92.3,37.3,88.5,14.1,43.7,19.4,fire
22,August,2012,33,59,19,1.3,87.9,26.5,65.1,7.9,28.9,4.7,not fire
6,July,2012,36,74,11,1.5,66.8,18.3,9.3,1.9,22.4,0.9,not fire
13,July,2012,32,40,18,2.1,88.2,17.7,18.5,10.3,15.8,5.9,fire
22,June,2012,35,52,16,1.8,84.4,19.9,137.7,7.3,26.1,1.2,fire
18,September,2012,32,74,13,1.9,75.8,6.3,27.1,1.9,8.2,6.8,not fire
26,June,2012,34,61,15,1.8,89.3,20.8,145.7,7.5,24.3,0.6,fire
2,June,2012,29,70,15,3.1,51.5,3.0,8.5,0.3,4.6,0.1,not fire
8,September,2012,30,62,15,0.5,86.0,12.9,30.4,5.5,17.1,1,fire
21,July,2012,30,72,17,0.1,88.7,29.7,19.7,9.1,33.9,19.5,fire
3,August,2012,33,56,13,1.9,68.8,3.1,30.5,1.8,3.2,0.2,fire
28,June,2012,30,45,19,3.7,80.5,12.1,37.6,5.6,14.4,6.8,fire
24,July,2012,31,55,16,3.4,76.5,12.8,90.1,3.2,13.1,0,fire
28,July,2012,36,60,15,1.2,94.4,35.7,41.3,9.7,40.9,24.5,fire
6,September,2012,29,61,12,4.8,57.2,3.3,26.6,1.5,4.2,0.8,not fire
14,June,2012,30,50,17,0.7,90.2,29.4,79.7,5.9,33.7,10.6,fire
14,August,2012,25,80,17,0.7,80.7,15.1,130.6,5.3,20.8,18.8,fire
6,June,2012,29,70,19,1.6,90.5,7.3,151.3,3.7,9.8,16.7,fire
26,September,2012,30,66,16,2.2,70.8,7.2,180.4,2.7,12.0,6.3,not fire
3,June,2012,30,60,12,3.1,59.7,2.9,10,1.2,3.0,2.2,not fire
29,July,2012,32,75,21,2.0,79.5,17.0,19.4,4.2,18.4,16.1,fire
16,August,2012,31,56,16,1.3,86.1,16.6,37,6.9,21.9,16.1,not fire
21,June,2012,34,58,16,4.5,71.2,14.2,17,3.7,15.1,0.5,not fire
29,July,2012,36,61,20,2.4,88.2,16.8,38.8,8.2,18.6,7.3,fire
8,July,2012,38,57,15,2.8,82.1,12.6,36.1,3.7,14.4,2.8,fire
12,August,2012,36,44,15,2.3,87.5,12.1,7.5,8.7,13.0,10.2,fire
12,August,2012,31,77,18,1.1,60.9,18.2,27.1,5.3,24.1,6.8,fire
3,July,2012,38,56,10,2.1,89.5,6.5,37.6,5.5,6.8,0.8,fire
28,July,2012,32,63,19,3.1,74.4,24.9,14.6 9,6.8,26.5,0.7,fire
12,June,2012,30,71,15,1.6,73.3,5.0,17,4.3,6.6,0.9,not fire
3,August,2012,34,50,13,1.8,81.5,28.5,26.6,5.4,29.5,1,fire
23,July,2012,31,62,16,1.4,78.5,23.3,52.4,8.2,27.5,13.5,fire
7,August,2012,28,78,14,3.1,52.1,3.3,8.4,0.5,3.8,0.7,fire
7,July,2012,37,51,16,0.1,92.8,24.7,45.1,13.2,28.3,11.3,fire
9,September,2012,28,71,18,4.8,57.0,4.7,47.7,1.1,5.9,0,not fire
27,August,2012,30,69,14,0.7,87.2,9.2,168.2,7.7,9.5,3.2,not fire
17,September,2012,35,43,10,0.2,95.1,27.1,106.3,10.3,28.6,17.3,fire
26,June,2012,31,59,15,1.7,86.2,14.6,15.7,5.5,14.5,15.3,fire
21,September,2012,30,70,17,1.8,74.7,13.3,7.3,4.5,15.6,8,not fire
17,July,2012,38,50,12,1.3,87.3,21.9,9.2,4.3,20.8,4.9,not fire
15,July,2012,32,71,17,2.2,76.1,7.3,57.1,2.4,7.9,0.9,fire
25,June,2012,31,75,19,1.8,73.6,9.2,16,2.7,12.5,0.5,not fire
25,August,2012,41,29,18,0.3,95.6,51.1,16.5,17.1,60.2,22.3,not fire
16,June,2012,30,73,17,1.9,66.2,14.7,7.5,1.7,16.7,0.3,fire
2,September,2012,30,85,19,0.7,68.3,4.5,17.7,2.5,6.3,0.1,not fire
22,June,2012,30,60,16,1.5,73.6,17.5,10,4.4,18.7,5.9,fire
6,September,2012,32,58,16,0.8,82.6,15.9,99,6.2,19.1,7.2,fire
21,August,2012,30,78,16,3.1,56.4,10.6,88,0.7,13.8,8,not fire
26,August,2012,28,69,15,1.6,74.4,22.8,49.3,4.5,23.1,18.4,fire
20,June,2012,33,63,15,1.5,77.3,17.7,61.1,3.7,18.1,3.2,not fire
13,August,2012,30,75,17,1.7,82.6,12.6,63.8,4.2,16.0,7.1,fire
4,June,2012,33,67,10,1.5,73.5,6.7,10,0.5,8.7,14.8,not fire
21,July,2012,34,47,13,1.1,94.1,34.1,26.6,9.6,42.4,0.3,fire
29,August,2012,30,89,14,0.4,78.5,25.1,108.5,2.1,29.0,2.5,fire
31,September,2012,28,89,16,3.2,60.9,23.0,36.7,2.5,28.1,0.4,not fire
11,July,2012,36,56,11,0.7,83.1,12.0,33.4,5.2,16.9,7.3,fire
21,June,2012,31,55,14,1.8,75.5,5.6,61.1,3.7,9.2,26.3,fire
18,July,2012,30,61,14,1.3,81.3,16.4,71.5,3.2,20.0,fire,not fire
9,July,2012,38,47,17,0.8,89.6,23.2,57.9,8.8,25.0,30.2,fire
20,August,2012,33,69,18,0.2,89.3,12.5,32.1,7.2,16.0,11.6,fire
26,June,2012,30,77,18,0.6,81.8,21.8,9.2,8.5,30.3,fire,fire
30,September,2012,33,52,9,1.4,89.0,26.8,136,4.9,33.1,15.2,fire
20,September,2012,24,69,17,1.8,75.0,8.1,16.6,7.8,9.5,15,not fire
11,September,2012,26,54,16,1.9,65.3,4.1,71.3,2.5,7.2,0.5,not fire
10,July,2012,31,86,15,1.2,77.1,13.8,136,3.5,17.3,13.2,fire
6,August,2012,30,64,15,1.0,76.4,5.1,177.3,7.4,6.2,3.8,fire
17,August,2012,38,35,12,0.9,93.4,20.6,8.6,11.0,24.6,6.3,fire
24,July,2012,30,78,18,2.8,59.9,2.1,50.2,0.4,2.9,16,not fire
3,August,2012,36,35,16,2.3,87.0,7.5,220.4,8.9,8.7,8,fire
22,July,2012,34,80,9,1.4,83.3,6.7,67.2,2.6,7.7,26.9,fire
5,July,2012,32,70,17,0.4,81.4,6.7,106.3,3.1,8.1,7.7,not fire
13,September,2012,35,38,15,1.2,89.8,20.5,7.5,9.0,23.1,10.9,fire
24,August,2012,32,66,16,1.5,77.8,21.2,7.7,6.6,24.6,1.3,fire
24,August,2012,34,45,16,0.8,90.3,20.5,46.4,10.8,20.4,8.3,fire
5,September,2012,32,52,11,2.2,79.4,4.9,17,4.4,4.8,0.3,not fire
28,June,2012,36,24,15,1.5,93.9,36.1,107,13.1,40.4,9.7,fire
13,July,2012,37,51,12,5.0,84.1,15.6,52.8,3.2,17.5,0.6,not fire
16,August,2012,32,70,16,2.2,48.7,5.7,52.4,1.9,5.6,0.8,not fire
12,July,2012,35,55,14,1.5,92.1,14.8,17,5.1,18.6,0.9,fire
10,August,2012,32,73,18,0.3,76.8,27.3,167.2,9.0,27.3,6.3,fire
6,June,2012,31,46,18,1.5,79.7,4.1,15.7,6.2,4.4,9,not fire
24,September,2012,33,30,16,1.3,89.6,20.4,130.6,8.3,25.7,26.9,fire
8,September,2012,30,85,15,2.9,46.4,5.9,7.5,0.2,6.6,0.1,not fire
7,June,2012,33,53,15,0.1,90.1,29.6,36.7,10.5,30.5,0.9,fire
27,June,2012,27,60,15,2.4,78.2,15.7,21.4,2.8,19.3,18.4,not fire
9,August,2012,35,53,16,0.7,84.8,5.3,37,2.8,5.6,9,fire
11,June,2012,31,49,12,0.8,88.8,14.4,56.6,4.9,15.5,0.9,fire
19,June,2012,40,50,10,0.9,92.8,30.0,27.9,5.7,33.5,11.9,not fire
18,August,2012,30,69,11,1.1,71.0,4.1,33.1,2.0,5.0,0.9,not fire
16,September,2012,28,52,15,1.1,86.3,12.7,18.5,7.0,11.7,2.2,fire
